ID,AÑO,MES,SEMANA,DATE,NANDINA,IMPORTER,FACTURA,CUSTOMS,MODE OF TRANSPORT,TRANSPORT NAME,ORIGIN,DEPARTURE,QUANTITY,UNIT OF MEASUREMENT,FOB U$S,UNIT FOB U$S,CIF U$S,UNIT CIF U$S,FREIGHT U$S,NET W. (KG),GROSS W.(KG),DETAIL OF MERCHANDISE,BULTOS,NANDINA,IVA,OTHERS,SUPPLIER,SUPPLIER  -  ADDRESS,SUPPLIER  -  TOWN,SUPPLIER  -  CONTACT
I0352019000141327,2019,3,13,2019-03-26,0306179900,PROMAR PRODUCTOS DEL MAR S.A.S.         ,002-003-000010,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,ECUADOR             ,18500.00,                    ,135007.00,7.30,137857.01,7.45,1499.94,18500.00,19535.17,DO BUN-051-19 PEDIDO PEDIDO I2023 DECLARACION 1 DE 1 REGISTRO DE IMPORTACION REG-50086330-                              ,000001850,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0352019000145614,2019,3,13,2019-03-28,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,22032.00,                    ,114889.60,5.21,117101.24,5.32,1062.74,22032.00,23868.00,"""DO I-89-BUN/2019 PEDIDO 12866 DECLARACION 1 DE 1,FACTURA(S):001-007-000012866,MERCANCIA NU""                            ",000001836,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000145665,2019,3,13,2019-03-28,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,112780.00,4.82,114986.74,4.91,1078.94,23400.00,25350.00,"""DO I-84-BUN/2019 PEDIDO 12864 DECLARACION 1 DE 1,FACTURA(S):001-007-000012864,MERCANCIA NU""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0482019000222349,2019,3,13,2019-03-28,0306140000,MARISCOS ATLANTIC S.A.                  ,SA3560        ,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,CHINA               ,E.E.U.U.            ,180.00,                    ,6187.48,34.37,6478.60,35.99,229.25,180.00,211.77,PERMISO DE COMERCIALIZACION AUNAP RESOLUCION No 1453 DEL 24/07/2017. NOS ACOGEMOS A LA CIR                              ,000001932,15      ,19      ,0       ,WISMETTAC ASIAN FOODS INC                                   ,13409 ORDEN DRIVE SANTA FE SPRINGS                          ,SANTA FE SPRINGS                        ,                                
I0482019000229045,2019,3,13,2019-03-28,0306179100,COMERCIALIZADORA INTERNACIONAL ANTILLANA,COMZU00005    ,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,VENEZUELA           ,VENEZUELA           ,24000.00,                    ,112560.00,4.69,116947.92,4.87,3262.32,24000.00,26000.00,G5IM1903170333. DO 19137 PRODUCTO: CAMARON PRECOCIDO. ESTADO DE CONSERVACION CONGELADO. 12                              ,000001200,0       ,19      ,0       ,COMERCIALIZACIONES DEL ZULIA C.A                            ,CALLE LARGA CASA NO S/N SECTOR LA ENSENA                    ,ZULIA                                   ,                                
I0372019000006086,2019,3,13,2019-03-29,0306179900,SUAREZ LOAIZA JUAN DE DIOS              ,S.002-001-0000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,10000.00,                    ,34000.00,3.40,34538.00,3.45,198.00,10000.00,10500.00,PRODUCTO: CAMARON POMADA DE CULTIVO PRECOCIDO CONGELADO. DESTINO: SECTOR GASTRONOMICO - PA                              ,000000764,0       ,0       ,0       ,EMPACADORA CORAL DEL PACIFICO EMPOCAC S.A                   ,CALLE PRINCIPAL S/N Y PURTO PESQUERO                        ,ESMERALDAS                              ,                                
I0482019000229920,2019,3,13,2019-03-29,0306179100,COMERCIALIZADORA INTERNACIONAL ANTILLANA,COMZU00006    ,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,VENEZUELA           ,VENEZUELA           ,24000.00,                    ,137128.00,5.71,141687.90,5.90,3188.62,24000.00,26000.00,"""G5IM1903170321 DO 19138 DECLARACION 1 DE 1,PRODUCTO: CAMARON PRECOCIDO. ESTADO DE CONSERVA""                            ",000001200,0       ,19      ,0       ,COMERCIALIZACIONES DEL ZULIA C.A. (COMZUCA)                 ,"CL LARGA CASA LARGA SIN NRO, SECTOR LA E                    ",ZULIA                                   ,                                
I0482019000232835,2019,3,13,2019-03-29,0306179900,INTERMARES L SAS                        ,001-007-000012,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,131255.00,5.61,133758.30,5.72,1190.75,23400.00,25350.00,"""DO I-170-CTG/2019 PEDIDO 12865 DECLARACION 1 DE 1,FACTURA(S):001-007-000012865,MERCANCIA N""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0482019000242856,2019,3,13,2019-03-30,0306179900,PACIFIC SEAFOOD LTDA                    ,001-004-000007,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,18283.92,                    ,165168.18,9.03,167622.51,9.17,802.65,18283.92,20530.83,CODIGO UAP 1593 DO I71371 PEDIDO PEDIDO DO.1793 SONGA DECLARACION 1 DE 1.FACTURA(S):001-00                              ,000001745,0       ,0       ,0       ,SOCIEDAD NACIONAL DE GALAPAGOS C.A SONGA                    ,"AV. LAS EXCLUSAS KM 3,5 VIA HEDA.LA                         ",GUAYAQUIL                               ,                                
I0372019000006211,2019,4,14,2019-04-01,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,4876.00,                    ,8289.20,1.70,8390.89,1.72,18.80,4876.00,4987.00,DIM 1/2 DO0364-IP19 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 4.876 KILOS.- 221 CAJA                              ,000000365,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000006212,2019,4,14,2019-04-01,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,3040.00,                    ,5472.00,1.80,5539.12,1.82,12.40,3040.00,3293.00,DIM 2/2 DO0364-IP19 PEDIDO 30/03/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000000365,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0872019000075213,2019,4,14,2019-04-01,0306179900,HICO FISH S.A.S.                        ,CI-761        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,1197.00,                    ,9240.00,7.72,9446.29,7.89,113.89,1197.00,1197.00,"""3/7 DO TIM19870126 DO 2019 025 PI 18, FACTURA COMERCIAL: CI-761 DE 2019/02/20. CONCEPTO DE""                            ",000004875,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000158879,2019,4,14,2019-04-02,0306179900,EXPOMAR COLOMBIA S.A.S                  ,001-001-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,26500.00,                    ,82150.00,3.10,84566.75,3.19,1595.25,26500.00,27825.00,"1/1 DO. EXPOMAR 2-2019. LOS DEM?S CAMARONES, LANGOSTINOS Y OTROS DEC?PODOS NATANTIA, CONGE                              ",000001325,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO & LAMAR S.A                          ,"KM 16,5 VIA A DAULE MZ 52 S 13                              ",GUAYAQUIL                               ,                                
I0352019000162547,2019,4,14,2019-04-03,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,001-002-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,1440.00,                    ,7443.00,5.17,7529.76,5.23,12.33,1440.00,1497.43,"DO 2019103 DECLARACION(1-3) VISTO BUENO INVIMA NO. VINVIMA-19-24487 DE 2019-03-13, VISTO B                              ",000001006,0       ,0       ,0       ,EYCO S.A.                                                   ,CL 14 S/N Y AV. 27                                          ,MANTA                                   ,                                
I0352019000162548,2019,4,14,2019-04-03,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,001-002-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,7100.00,                    ,40041.00,5.64,40472.16,5.70,30.75,7100.00,7383.15,"DO 2019103 DECLARACION(2-3) VISTO BUENO INVIMA NO. VINVIMA-19-24442 DE 2019-03-13, VISTO B                              ",000001006,0       ,0       ,0       ,EYCO S.A.                                                   ,CL 14 S/N Y AV. 27                                          ,MANTA                                   ,                                
I0352019000164502,2019,4,14,2019-04-04,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENCIA OCEANICA OCE     ,ECUADOR             ,ECUADOR             ,7660.00,                    ,43418.00,5.67,43870.94,5.73,18.76,7660.00,8043.00,DO 2019116 DECLARACION(1-2) MOFICACION DEL REGISTRO DE IMPORTACION 50066906-20190208N.M01                               ,000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000164503,2019,4,14,2019-04-04,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENCIA OCEANICA OCE     ,ECUADOR             ,ECUADOR             ,18340.00,                    ,85524.60,4.66,86590.60,4.72,210.75,18340.00,19257.00,DO 2019116 DECLARACION(2-2) MOFICACION DEL REGISTRO DE IMPORTACION 50067102-20190208N.M01                               ,000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0392019000001965,2019,4,14,2019-04-04,0306160000,PROSERVINORTE S.A.S.                    ,000129        ,MAICAO                        ,TERRESTRE                ,TRANSPORTE INTERNACI     ,VENEZUELA           ,VENEZUELA           ,150.00,                    ,45.00,0.30,46.70,0.31,1.25,150.00,150.72,D.O: 0099...3/3...MERCANCIA NUEVA. CAMARONES PRECOCIDOS CONGELADOS (150 kg). Producto: CRU                              ,000001289,15      ,19      ,0       ,"IMPORTADORA FC40, C.A.                                      ",AV FINAL AV LARA LC FUENTE SODA TIUNA P                     ,BARQUISIMETO                            ,                                
I0392019000001969,2019,4,14,2019-04-04,0306160000,PROSERVINORTE S.A.S.                    ,000130        ,MAICAO                        ,TERRESTRE                ,TRANSPORTE INTERNACI     ,VENEZUELA           ,VENEZUELA           ,150.00,                    ,45.00,0.30,46.73,0.31,1.28,150.00,151.30,D.O: 0100...3/3...MERCANCIA NUEVA. CAMARONES PRECOCIDOS CONGELADOS (150 kg). Producto: CRU                              ,000001268,15      ,19      ,0       ,"IMPORTADORA FC40, C.A.                                      ",AV FINAL AV LARA LC FUENTE SODA TIUNA P                     ,BARQUISIMETO                            ,                                
I0872019000081843,2019,4,14,2019-04-05,0306179900,HICO FISH S.A.S.                        ,CI-763        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,2267.96,                    ,17500.00,7.72,17973.26,7.92,298.26,2267.96,2268.24,"""5/5 DO TIM19870145 DO 2019 031 PI 20, FACTURA COMERCIAL: CI-763 DE 2019/02/25. CONCEPTO DE""                            ",000008000,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0372019000006524,2019,4,15,2019-04-08,0306179900,COMERCIALIZADORA CAMAR-EXCOL S.A.S      ,002-001-000000,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,10000.00,                    ,53440.00,5.34,53857.20,5.39,117.20,10000.00,10500.00,DIM 1/1 DO0370-IP19 PEDIDO 08/04/2019. PRODUCTO : CAMARON DE CULTIVO CONGELADO CRUDO. CAMA                              ,000000500,0       ,0       ,0       ,CAMAR-EXPO S.A.                                             ,VIA PEDERNALES-CHAMANGA KM  4 1/2                           ,PEDERNALES                              ,                                
I0352019000172197,2019,4,15,2019-04-10,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23052.00,                    ,120295.60,5.22,122540.87,5.32,1042.31,23052.00,24973.00,"""DO I-107-BUN/2019 PEDIDO 12913 DECLARACION 1 DE 1,FACTURA(S):001-007-000012913,MERCANCIA N""                            ",000001921,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000172483,2019,4,15,2019-04-10,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,26000.00,                    ,146319.60,5.63,147822.02,5.69,39.22,26000.00,27300.00,"SI-20190214 IMP 002-003-000000397 DO 190422946, DECLARACION 1 DE 1/// DESCRIPCIONES MINIMA                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000277902,2019,4,15,2019-04-10,0306171900,COMERCIALIZADORA INTERNACIONAL ANTILLANA,001-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,23333.00,                    ,154517.87,6.62,157378.27,6.74,1315.22,23333.00,27027.00,"""DO I-100-CTG/2019 PEDIDO 40/5162 DECLARACION 1 DE 1,FACTURA(S):001-003-000000245,IMPORTADO""                            ",000001105,0       ,0       ,0       ,EMPACADORA BILBO S.A BILBOSA                                ,KM 6  1/2 VIA MANTA-MONTECRISTI                             ,MANTA                                   ,                                
